Country,Category,#,Player,Pos,Club,Birth Place,Birth Date,Age,MP,Min,Gls
South Africa,world_cup,4.0,Teboho Mokoena,MF,1.za Mamelodi Sundowns,"Bethlehem, South Africa",1997-01-24,29-138,1.0,90.0,0.0
South Africa,world_cup,8.0,Tshepang Moremi,MF,1.za Orlando Pirates,"South Africa, South Africa",2000-10-02,25-252,0.0,,
South Africa,world_cup,20.0,Khuliso Mudau,DF,1.za Mamelodi Sundowns,"South Africa, South Africa",1995-04-26,31-046,1.0,90.0,0.0
South Africa,world_cup,3.0,Khulumani Ndamane,DF,1.za Mamelodi Sundowns,South Africa,2004-02-05,22-126,0.0,,
South Africa,world_cup,21.0,Ime Okon,DF,2.de Hannover 96,South Africa,2004-02-20,22-111,1.0,90.0,0.0
South Africa,world_cup,15.0,Iqraam Rayners,FW,1.za Mamelodi Sundowns,"South Africa, South Africa",1995-12-19,30-174,1.0,75.0,0.0
South Africa,world_cup,25.0,Kamogelo Sebelebele,"DF,MF",1.za Orlando Pirates,"South Africa, South Africa",2002-07-21,23-325,0.0,,
South Africa,world_cup,19.0,Nkosinathi Sibisi,DF,1.za Orlando Pirates,"South Africa, South Africa",1995-09-22,30-262,1.0,90.0,0.0
South Africa,world_cup,13.0,Sphephelo Sithole,MF,1.pt Tondela,"South Africa, South Africa",1999-03-03,27-100,1.0,49.0,0.0
South Africa,world_cup,1.0,Ronwen Williams,GK,1.za Mamelodi Sundowns,"Gqeberha, South Africa",1992-01-21,34-141,1.0,90.0,0.0
South Africa,world_cup,11.0,Themba Zwane,"FW,MF",1.za Mamelodi Sundowns,"Tembisa, South Africa",1989-08-03,36-312,1.0,23.0,0.0
Spain,world_cup,15.0,Álex Baena,"FW,MF",1.es Atlético Madrid,"Roquetas de Mar, Spain",2001-07-20,24-326,,,
Spain,world_cup,22.0,Pau Cubarsí,DF,1.es Barcelona,"Bescanó, Spain",2007-01-22,19-140,,,
Spain,world_cup,24.0,Marc Cucurella,"DF,MF",1.eng Chelsea,"Alella, Spain",1998-07-22,27-324,,,
Spain,world_cup,4.0,Eric García,"DF,MF",1.es Barcelona,"Barcelona, Spain",2001-01-09,25-153,,,
Spain,world_cup,13.0,Joan García,GK,1.es Barcelona,"Sallent, Spain",2001-05-04,25-038,,,
Spain,world_cup,9.0,Gavi,"FW,MF",1.es Barcelona,"Los Palacios y Villafranca, Spain",2004-08-05,21-310,,,
Spain,world_cup,3.0,Álex Grimaldo,"DF,MF",1.de Leverkusen,"Valencia, Spain",1995-09-20,30-264,,,
Spain,world_cup,26.0,Borja Iglesias,FW,1.es Celta Vigo,"Santiago de Compostela, Spain",1993-01-17,33-145,,,
Spain,world_cup,14.0,Aymeric Laporte,DF,1.es Athletic Club,"Agen, France",1994-05-27,32-015,,,
Spain,world_cup,5.0,Marcos Llorente,"DF,MF",1.es Atlético Madrid,"Madrid, Spain",1995-01-30,31-132,,,
Spain,world_cup,6.0,Mikel Merino,MF,1.eng Arsenal,"Pamplona, Spain",1996-06-22,29-354,,,
Spain,world_cup,25.0,Víctor Muñoz,MF,1.es Osasuna,"Barcelona, Spain",2003-07-13,22-333,,,
Spain,world_cup,10.0,Dani Olmo,"FW,MF",1.es Barcelona,"Terrassa, Spain",1998-05-07,28-035,,,
Spain,world_cup,21.0,Mikel Oyarzabal,"FW,MF",1.es Real Sociedad,"Eibar, Spain",1997-04-21,29-051,,,
Spain,world_cup,20.0,Pedri,MF,1.es Barcelona,"Bajamar, Spain",2002-11-25,23-198,,,
Spain,world_cup,11.0,Yeremi Pino,"FW,MF",1.eng Crystal Palace,"Las Palmas de Gran Canaria, Spain",2002-10-20,23-234,,,
Spain,world_cup,12.0,Pedro Porro,"DF,MF",1.eng Tottenham Hotspur,"Don Benito, Spain",1999-09-13,26-271,,,
Spain,world_cup,2.0,Marc Pubill,DF,1.es Atlético Madrid,"Terrassa, Spain",2003-06-20,22-356,,,
Spain,world_cup,1.0,David Raya,GK,1.eng Arsenal,"Barcelona, Spain",1995-09-15,30-269,,,
Spain,world_cup,16.0,Rodri,"DF,MF",1.eng Manchester City,"Madrid, Spain",1996-06-22,29-354,,,
Spain,world_cup,8.0,Fabián Ruiz Peña,MF,1.fr Paris Saint-Germain,"Los Palacios y Villafranca, Spain",1996-04-03,30-069,,,
Spain,world_cup,23.0,Unai Simón,GK,1.es Athletic Club,"Gasteiz / Vitoria, Spain",1997-06-11,29-000,,,
Spain,world_cup,7.0,Ferrán Torres,"FW,MF",1.es Barcelona,"Foios, Spain",2000-02-29,26-102,,,
Spain,world_cup,17.0,Nico Williams,MF,1.es Athletic Club,"Pamplona, Spain",2002-07-12,23-334,,,
Spain,world_cup,19.0,Lamine Yamal,"FW,MF",1.es Barcelona,"Mataró, Spain",2007-07-13,18-333,,,
Spain,world_cup,18.0,Martín Zubimendi,MF,1.eng Arsenal,"Donostia / San Sebastián, Spain",1999-02-02,27-129,,,
Sweden,world_cup,26.0,Taha Ali,"FW,MF",1.se Malmö,,1998-07-01,27-345,,,
Sweden,world_cup,18.0,Yasin Ayari,MF,1.eng Brighton,"Solna Kommun, Sweden",2003-10-06,22-248,,,
Sweden,world_cup,7.0,Lucas Bergvall,MF,1.eng Tottenham Hotspur,"Stockholm, Sweden",2006-02-02,20-129,,,
Sweden,world_cup,21.0,Alexander Bernhardsson,"FW,MF",2.de Holstein Kiel,"Göteborg, Sweden",1998-09-08,27-276,,,
Sweden,world_cup,14.0,Hjalmar Ekdal,DF,1.eng Burnley,"Stockholm, Sweden",1998-10-21,27-233,,,
Sweden,world_cup,11.0,Anthony Elanga,"FW,MF",1.eng Newcastle United,"Malmö, Sweden",2002-04-27,24-045,,,
Sweden,world_cup,5.0,Gabriel Gudmundsson,"DF,MF",1.eng Leeds United,"Malmö, Sweden",1999-04-29,27-043,,,
Sweden,world_cup,17.0,Viktor Gyökeres,"FW,MF",1.eng Arsenal,"Bromölla, Sweden",1998-06-04,28-007,,,
Sweden,world_cup,4.0,Isak Hien,DF,1.it Atalanta,"Stockholm, Sweden",1999-01-13,27-149,,,
Sweden,world_cup,,Emil Holm,"DF,MF",1.it Juventus,"Göteborg, Sweden",2000-05-13,26-029,,,
Sweden,world_cup,9.0,Alexander Isak,FW,1.eng Liverpool,"Solna, Sweden",1999-09-21,26-263,,,
Sweden,world_cup,6.0,Herman Johansson,MF,1.us FC Dallas,"Örnsköldsvik, Sweden",1997-10-16,28-238,,,
Sweden,world_cup,12.0,Viktor Johansson,GK,2.eng Stoke City,"Stockholm, Sweden",1998-09-14,27-270,,,
Sweden,world_cup,16.0,Jesper Karlström,MF,1.it Udinese,"Stockholm, Sweden",1995-06-21,30-355,,,
Sweden,world_cup,2.0,Gustaf Lagerbielke,DF,1.pt Braga,Sweden,2000-04-10,26-062,,,
Sweden,world_cup,3.0,Victor Lindelöf,DF,1.eng Aston Villa,"Västerås, Sweden",1994-07-17,31-329,,,
Sweden,world_cup,25.0,Gustaf Nilsson,FW,1.be Club Brugge,Sweden,1997-05-23,29-019,,,
Sweden,world_cup,23.0,Kristoffer Nordfeldt,GK,1.se AIK Stockholm,"Stockholm, Sweden",1989-06-23,36-353,,,
Sweden,world_cup,10.0,Benjamin Nygren,"FW,MF",1.sct Celtic,"Göteborg, Sweden",2001-07-08,24-338,,,
Sweden,world_cup,13.0,Ken Sema,"FW,MF",1.cy Pafos FC,"Norrköping, Sweden",1993-09-30,32-254,,,
Sweden,world_cup,20.0,Eric Smith,"DF,MF",1.de St Pauli,"Halmstad, Sweden",1997-01-08,29-154,,,
Sweden,world_cup,15.0,Carl Starfelt,DF,1.es Celta Vigo,"Stockholm, Sweden",1995-06-01,31-010,,,
Sweden,world_cup,24.0,Elliot Stroud,MF,1.se Mjällby,"Uddevalla, Sweden",2002-06-22,23-354,,,
Sweden,world_cup,19.0,Mattias Svanberg,MF,1.de Wolfsburg,"NY, United States",1999-01-05,27-157,,,
Sweden,world_cup,8.0,Daniel Svensson,"DF,MF",1.de Dortmund,"Stockholm, Sweden",2002-02-12,24-119,,,
Sweden,world_cup,1.0,Jacob Widell Zetterström,GK,2.eng Derby County,"Stockholm, Sweden",1998-07-11,27-335,,,
Sweden,world_cup,22.0,Besfort Zeneli,MF,1.be Union SG,"Säter, Sweden",2002-11-21,23-202,,,
Switzerland,world_cup,20.0,Michel Aebischer,MF,1.it Pisa,"Genève, Switzerland",1997-01-06,29-156,1.0,65.0,0.0
Switzerland,world_cup,5.0,Manuel Akanji,DF,1.it Inter,"Wiesendangen / Wiesendangen (Dorf), Switzerland",1995-07-19,30-327,1.0,90.0,0.0
Switzerland,world_cup,23.0,Zeki Amdouni,"FW,MF",1.eng Burnley,"Genève, Switzerland",2000-12-04,25-189,1.0,12.0,0.0
Switzerland,world_cup,24.0,Aurèle Amenda,DF,1.de Eintracht Frankfurt,"Biel/Bienne, Switzerland",2003-07-31,22-315,0.0,,
Switzerland,world_cup,18.0,Eray Cömert,DF,1.es Valencia,"Basel, Switzerland",1998-02-04,28-127,0.0,,
Switzerland,world_cup,4.0,Nico Elvedi,DF,1.de Gladbach,"Zürich, Switzerland",1996-09-30,29-254,1.0,90.0,0.0
Switzerland,world_cup,7.0,Breel Embolo,FW,1.fr Rennes,"Yaoundé, Cameroon",1997-02-14,29-117,1.0,90.0,1.0
Switzerland,world_cup,16.0,Christian Fassnacht,"FW,MF",1.ch Young Boys,"Zürich, Switzerland",1993-11-11,32-212,0.0,,
Switzerland,world_cup,8.0,Remo Freuler,MF,1.it Bologna,"Ennenda, Switzerland",1992-04-15,34-057,1.0,88.0,0.0
Switzerland,world_cup,26.0,Cedric Itten,"FW,MF",2.de Düsseldorf,"Basel, Switzerland",1996-12-27,29-166,0.0,,
Switzerland,world_cup,25.0,Luca Jaquez,DF,1.de Stuttgart,"Luzern, Switzerland",2003-06-02,23-009,0.0,,
Switzerland,world_cup,14.0,Ardon Jashari,MF,1.it Milan,"Cham, Switzerland",2002-07-30,23-316,1.0,2.0,0.0
Switzerland,world_cup,21.0,Marvin Keller,GK,1.ch Young Boys,"London, England, United Kingdom",2002-07-03,23-343,0.0,,
Switzerland,world_cup,1.0,Gregor Kobel,GK,1.de Dortmund,"Zürich, Switzerland",1997-12-06,28-187,1.0,90.0,0.0
Switzerland,world_cup,9.0,Johan Manzambi,MF,1.de Freiburg,Switzerland,2005-10-14,20-240,1.0,25.0,0.0
Switzerland,world_cup,2.0,Miro Muheim,"DF,MF",1.de Hamburger SV,"Zürich, Switzerland",1998-03-24,28-079,1.0,2.0,0.0
Switzerland,world_cup,12.0,Yvon Mvogo,GK,1.fr Lorient,"Marly, Switzerland",1994-06-06,32-005,0.0,,
Switzerland,world_cup,11.0,Dan Ndoye,MF,1.eng Nottingham Forest,"Nyon, Switzerland",2000-10-25,25-229,1.0,65.0,0.0
Switzerland,world_cup,19.0,Noah Okafor,"FW,MF",1.eng Leeds United,"Binningen, Switzerland",2000-05-24,26-018,0.0,,
Switzerland,world_cup,22.0,Fabian Rieder,"FW,MF",1.de Augsburg,"Koppigen, Switzerland",2002-02-16,24-115,1.0,25.0,0.0
Switzerland,world_cup,13.0,Ricardo Rodríguez,DF,1.es Real Betis,"Zürich, Switzerland",1992-08-25,33-290,1.0,88.0,0.0
Switzerland,world_cup,15.0,Djibril Sow,MF,1.es Sevilla,"Zürich, Switzerland",1997-02-06,29-125,0.0,,
Switzerland,world_cup,17.0,Ruben Vargas,MF,1.es Sevilla,"Adligenswil, Switzerland",1998-08-05,27-310,1.0,78.0,0.0
Switzerland,world_cup,3.0,Silvan Widmer,"DF,MF",1.de Mainz 05,"Aarau, Switzerland",1993-03-05,33-098,0.0,,
Switzerland,world_cup,10.0,Granit Xhaka,MF,1.eng Sunderland,"Basel, Switzerland",1992-09-27,33-257,1.0,90.0,0.0
Switzerland,world_cup,6.0,Denis Zakaria,DF,1.fr Monaco,"Kinshasa, Congo DR",1996-11-20,29-203,1.0,90.0,0.0
Tunisia,world_cup,2.0,Ali Abdi,"DF,MF",1.fr Nice,"Sfax, Tunisia",1993-12-20,32-173,,,
Tunisia,world_cup,7.0,Elias Achouri,"FW,MF",1.dk FC Copenhagen,"Saint-Denis, Réunion",1999-02-10,27-121,,,
Tunisia,world_cup,5.0,Adem Arous,DF,1.tr Kasımpaşa,"Medina, Saudi Arabia",2004-07-17,21-329,,,
Tunisia,world_cup,14.0,Khalil Ayari,FW,1.fr Paris Saint-Germain,"Tunis, Tunisia",2005-02-02,21-129,,,
Tunisia,world_cup,22.0,Sabri Ben Hassen,GK,1.tn Étoile du Sahel,"Sfax, Tunisia",1996-06-13,29-363,,,
Tunisia,world_cup,12.0,Mortadha Ben Ouanes,"DF,MF",1.tr Kasımpaşa,"Sousse, Tunisia",1994-07-02,31-344,,,
Tunisia,world_cup,25.0,Anis Ben Slimane,MF,2.eng Norwich City,"Copenhagen, Denmark",2001-03-16,25-087,,,
Tunisia,world_cup,6.0,Dylan Bronn,DF,1.ch Servette FC,"Cannes, France",1995-06-19,30-357,,,
Tunisia,world_cup,1.0,Mouhib Chamakh,GK,1.tn Club Africain,"Medenine, Tunisia",2001-08-25,24-290,,,
Tunisia,world_cup,19.0,Firas Chaouat,FW,1.tn Club Africain,"Sfax, Tunisia",1996-05-08,30-034,,,
Tunisia,world_cup,24.0,Raed Chikhaoui,DF,1.tn Monastir,"Sakiet Ezzit, Tunisia",2004-06-09,22-002,,,
Tunisia,world_cup,16.0,Aymen Dahmen,GK,1.tn Ahly Sfaxien,"Sfax, Tunisia",1997-01-28,29-134,,,
Tunisia,world_cup,18.0,Rayan Elloumi,FW,1.us Vancouver W'caps,Canada,2007-09-17,18-267,,,
Tunisia,world_cup,11.0,Ismaël Gharbi,MF,1.de Augsburg,"Paris, France",2004-04-10,22-062,,,
Tunisia,world_cup,21.0,Mohamed Amine Ben Hamida,DF,1.tn Espérance Tunis,"Tunis, Tunisia",1995-12-15,30-178,,,
Tunisia,world_cup,13.0,Rani Khedira,"DF,MF",1.de Union Berlin,"Stuttgart, Germany",1994-01-27,32-135,,,
Tunisia,world_cup,15.0,Hadj Mahmoud,MF,1.ch Lugano,"Sousse, Tunisia",2000-04-24,26-048,,,
Tunisia,world_cup,9.0,Hazem Mastouri,FW,1.ru D'mo Makhachkala,"Tunis, Tunisia",1997-06-18,28-358,,,
Tunisia,world_cup,10.0,Hannibal Mejbri,MF,1.eng Burnley,"Ivry-sur-Seine, France",2003-01-21,23-141,,,
Tunisia,world_cup,23.0,Moutaz Neffati,DF,2.se Norrköping,"Norrköping, Sweden",2004-09-04,21-280,,,
Tunisia,world_cup,4.0,Omar Rekik,DF,1.si NK Maribor,"Gemeente Helmond, Netherlands",2001-12-20,24-173,,,
Tunisia,world_cup,8.0,Elias Saad,"FW,MF",2.de Hannover 96,Germany,1999-12-27,26-166,,,
Tunisia,world_cup,17.0,Ellyes Skhiri,MF,1.de Eintracht Frankfurt,"Lunel, France",1995-05-10,31-032,,,
Tunisia,world_cup,3.0,Montassar Talbi,DF,1.fr Lorient,"Paris, France",1998-05-26,28-016,,,
Tunisia,world_cup,26.0,Sebastian Tounekti,"FW,MF",1.sct Celtic,"Tromsø, Norway",2002-07-13,23-333,,,
Tunisia,world_cup,20.0,Yan Valery,"DF,MF",1.ch Young Boys,"Champigny-sur-Marne, France",1999-02-22,27-109,,,
Türkiye,world_cup,25.0,Samet Akaydın,DF,1.tr Rizespor,Turkey,1994-03-13,32-090,0.0,,
Türkiye,world_cup,19.0,Yunus Akgün,MF,1.tr Galatasaray,"Küçükçekmece, Turkey",2000-07-07,25-339,1.0,29.0,0.0
Türkiye,world_cup,7.0,Kerem Aktürkoğlu,FW,1.tr Fenerbahçe,"Kocaeli, Turkey",1998-10-21,27-233,1.0,84.0,0.0
Türkiye,world_cup,21.0,Barış Alper Yılmaz,MF,1.tr Galatasaray,Turkey,2000-05-23,26-019,1.0,45.0,0.0
Türkiye,world_cup,24.0,Oğuz Aydın,MF,1.tr Fenerbahçe,"Gemeente Den Haag, Netherlands",2000-10-27,25-227,0.0,,
Türkiye,world_cup,22.0,Kaan Ayhan,"DF,MF",1.tr Galatasaray,"Gelsenkirchen, Germany",1994-11-10,31-213,0.0,,
Türkiye,world_cup,14.0,Abdülkerim Bardakcı,DF,1.tr Galatasaray,"Meram, Turkey",1994-09-07,31-277,1.0,90.0,0.0
Türkiye,world_cup,12.0,Altay Bayındır,GK,1.eng Manchester Utd,Turkey,1998-04-14,28-058,0.0,,
Türkiye,world_cup,23.0,Uğurcan Çakır,GK,1.tr Galatasaray,"Antalya, Turkey",1996-04-05,30-067,1.0,90.0,0.0
Türkiye,world_cup,10.0,Hakan Çalhanoğlu,MF,1.it Inter,"Mannheim, Germany",1994-02-08,32-123,1.0,90.0,0.0
Türkiye,world_cup,17.0,İrfan Can Kahveci,MF,1.tr Kasımpaşa,"Çorum, Turkey",1995-07-15,30-331,0.0,,
Türkiye,world_cup,2.0,Zeki Çelik,DF,1.it Roma,"Yıldırım, Turkey",1997-02-17,29-114,1.0,80.0,0.0
Türkiye,world_cup,3.0,Merih Demiral,DF,1.sa Al-Ahli,"Karamürsel İlçesi, Turkey",1998-03-05,28-098,1.0,90.0,0.0
Türkiye,world_cup,13.0,Eren Elmalı,DF,1.tr Galatasaray,"Kartal, Turkey",2000-07-07,25-339,0.0,,
Türkiye,world_cup,9.0,Deniz Gül,FW,1.pt Porto,"Stockholm, Sweden",2004-07-02,21-344,1.0,6.0,0.0
Türkiye,world_cup,8.0,Arda Güler,MF,1.es Real Madrid,"Altındağ, Turkey",2005-02-25,21-106,1.0,90.0,0.0
Türkiye,world_cup,1.0,Mert Günok,GK,1.tr Fenerbahçe,"Karabük, Turkey",1989-03-01,37-102,0.0,,
Türkiye,world_cup,15.0,Ozan Kabak,DF,1.de Hoffenheim,"Çankaya, Turkey",2000-03-25,26-078,0.0,,
Türkiye,world_cup,20.0,Ferdi Kadioglu,DF,1.eng Brighton,"Gemeente Arnhem, Netherlands",1999-10-07,26-247,1.0,90.0,0.0
Türkiye,world_cup,6.0,Orkun Kökçü,MF,1.tr Beşiktaş,"Haarlem, Netherlands",2000-12-29,25-164,1.0,61.0,0.0
Türkiye,world_cup,18.0,Mert Müldür,DF,1.tr Fenerbahçe,Austria,1999-04-03,27-069,1.0,10.0,0.0
Türkiye,world_cup,5.0,Salih Özcan,MF,1.de Dortmund,"Köln, Germany",1998-01-11,28-151,1.0,10.0,0.0
Türkiye,world_cup,4.0,Çağlar Söyüncü,DF,1.tr Fenerbahçe,"İzmir, Turkey",1996-05-23,30-019,0.0,,
Türkiye,world_cup,26.0,Can Uzun,MF,1.de Eintracht Frankfurt,"Regensburg, Germany",2005-11-11,20-212,0.0,,
Türkiye,world_cup,11.0,Kenan Yıldız,"FW,MF",1.it Juventus,"Regensburg, Germany",2005-05-04,21-038,1.0,45.0,0.0
Türkiye,world_cup,16.0,İsmail Yüksek,MF,1.tr Fenerbahçe,"İznik, Turkey",1999-01-26,27-136,1.0,80.0,0.0
United States,world_cup,11.0,Brenden Aaronson,"FW,MF",1.eng Leeds United,"Medford, NJ, United States",2000-10-22,25-232,0.0,,
United States,world_cup,4.0,Tyler Adams,MF,1.eng Bournemouth,"Wappingers Falls, NY, United States",1999-02-14,27-117,1.0,90.0,0.0
United States,world_cup,18.0,Max Arfsten,MF,1.us Columbus Crew,"Fresno, TX, United States",2001-04-19,25-053,0.0,,
United States,world_cup,20.0,Folarin Balogun,FW,1.fr Monaco,"Brooklyn, NY, United States",2001-07-03,24-343,1.0,71.0,2.0
United States,world_cup,14.0,Sebastian Berhalter,MF,1.us Vancouver W'caps,"London, England, United Kingdom",2001-05-10,25-032,1.0,45.0,0.0
United States,world_cup,25.0,Chris Brady,GK,1.us Chicago Fire,"Naperville, IL, United States",2004-03-03,22-100,0.0,,
United States,world_cup,2.0,Sergiño Dest,MF,1.nl PSV,"Almere Stad, Netherlands",2000-11-03,25-220,1.0,71.0,0.0
United States,world_cup,16.0,Alex Freeman,DF,1.es Villarreal,"Baltimore, MD, United States",2004-08-09,21-306,1.0,90.0,0.0
United States,world_cup,24.0,Matt Freese,GK,1.us NYCFC,"Wayne, PA, United States",1998-09-02,27-282,1.0,90.0,0.0
United States,world_cup,8.0,Weston McKennie,MF,1.it Juventus,"Little Elm, TX, United States",1998-08-28,27-287,1.0,90.0,0.0
United States,world_cup,22.0,Mark McKenzie,DF,1.fr Toulouse,"The Bronx, NY, United States",1999-02-25,27-106,0.0,,
United States,world_cup,9.0,Ricardo Pepi,FW,1.nl PSV,"El Paso, TX, United States",2003-01-09,23-153,1.0,19.0,0.0
United States,world_cup,10.0,Christian Pulisic,MF,1.it Milan,"Easton, PA, United States",1998-09-18,27-266,1.0,45.0,0.0
United States,world_cup,13.0,Tim Ream,DF,1.us Charlotte,"St. Louis, MO, United States",1987-10-05,38-249,1.0,90.0,0.0
United States,world_cup,7.0,Gio Reyna,MF,1.de Gladbach,"Durham, England, United Kingdom",2002-11-13,23-210,1.0,9.0,1.0
United States,world_cup,3.0,Chris Richards,DF,1.eng Crystal Palace,"Birmingham, AL, United States",2000-03-28,26-075,1.0,90.0,0.0
United States,world_cup,5.0,Antonee Robinson,DF,1.eng Fulham,"Milton Keynes, England, United Kingdom",1997-08-08,28-307,1.0,90.0,0.0
United States,world_cup,12.0,Miles Robinson,DF,1.us FC Cincinnati,"Arlington, MA, United States",1997-03-14,29-089,0.0,,
United States,world_cup,15.0,Cristian Roldan,MF,1.us Seattle Sounders,"Pico Rivera, CA, United States",1995-06-03,31-008,0.0,,
United States,world_cup,23.0,Joe Scally,"DF,MF",1.de Gladbach,"Lake Grove, NY, United States",2002-12-31,23-162,0.0,,
United States,world_cup,17.0,Malik Tillman,MF,1.de Leverkusen,"Nürnberg, Germany",2002-05-28,24-014,1.0,81.0,0.0
United States,world_cup,6.0,Auston Trusty,DF,1.sct Celtic,"Media, PA, United States",1998-08-12,27-303,0.0,,
United States,world_cup,1.0,Matt Turner,GK,1.us NE Revolution,"Park Ridge, NJ, United States",1994-06-24,31-352,0.0,,
United States,world_cup,21.0,Timothy Weah,"DF,FW",1.fr Marseille,"Brooklyn, NY, United States",2000-02-22,26-109,1.0,19.0,0.0
United States,world_cup,19.0,Haji Wright,"FW,MF",2.eng Coventry City,"Los Angeles, CA, United States",1998-03-27,28-076,0.0,,
United States,world_cup,26.0,Alejandro Zendejas,"FW,MF",1.mx América,"Ciudad Juárez, Estado de Chihuahua, Mexico",1998-02-07,28-124,0.0,,
Uruguay,world_cup,19.0,Rodrigo Aguirre,FW,1.mx América,"Montevideo, Uruguay",1994-10-01,31-253,,,
Uruguay,world_cup,20.0,Maxi Araújo,"DF,FW",1.pt Sporting CP,"Montevideo, Uruguay",2000-02-15,26-116,,,
Uruguay,world_cup,4.0,Ronald Araújo,DF,1.es Barcelona,"Rivera, Uruguay",1999-03-07,27-096,,,
Uruguay,world_cup,10.0,Giorgian de Arrascaeta,"FW,MF",1.br Flamengo,"Nuevo Berlín, Uruguay",1994-06-01,32-010,,,
Uruguay,world_cup,6.0,Rodrigo Bentancur,MF,1.eng Tottenham Hotspur,"Colonia del Sacramento, Uruguay",1997-06-25,28-351,,,
Uruguay,world_cup,24.0,Santiago Bueno,DF,1.eng Wolves,"Montevideo, Uruguay",1998-11-09,27-214,,,
Uruguay,world_cup,3.0,Sebastián Cáceres,DF,1.mx América,"Montevideo, Uruguay",1999-08-18,26-297,,,
Uruguay,world_cup,14.0,Agustín Canobbio,"FW,MF",1.br Fluminense,"Montevideo, Uruguay",1998-10-01,27-253,,,
Uruguay,world_cup,7.0,Nicolás De La Cruz,MF,1.br Flamengo,"Montevideo, Uruguay",1997-06-01,29-010,,,
Uruguay,world_cup,25.0,Juan Manuel Sanabria,"DF,MF",1.mx Atlético San Luis,"Uruguay, Uruguay",2000-03-29,26-074,,,
Uruguay,world_cup,2.0,José María Giménez,DF,1.es Atlético Madrid,"Toledo, Uruguay",1995-01-20,31-142,,,
Uruguay,world_cup,15.0,Emiliano Martínez,MF,1.br Palmeiras,"Uruguay, Uruguay",1999-08-17,26-298,,,
Uruguay,world_cup,12.0,Santiago Mele,GK,1.co Junior,"Montevideo, Uruguay",1997-09-06,28-278,,,
Uruguay,world_cup,23.0,Fernando Muslera,GK,1.tr Galatasaray,"Buenos Aires, Argentina",1986-06-16,39-360,,,
Uruguay,world_cup,9.0,Darwin Núñez,FW,1.sa Al-Hilal,"Artigas, Uruguay",1999-06-24,26-352,,,
Uruguay,world_cup,16.0,Mathías Olivera,"DF,MF",1.it Napoli,"Montevideo, Uruguay",1997-10-31,28-223,,,
Uruguay,world_cup,11.0,Facundo Pellistri,"FW,MF",1.gr Panathinaikos,"Uruguay, Uruguay",2001-12-20,24-173,,,
Uruguay,world_cup,22.0,Joaquín Piquerez,"DF,MF",1.br Palmeiras,"Montevideo, Uruguay",1998-08-24,27-291,,,
Uruguay,world_cup,1.0,Sergio Rochet,GK,1.br Internacional,"Nueva Palmira, Uruguay",1993-03-23,33-080,,,
Uruguay,world_cup,18.0,Brian Rodríguez,"FW,MF",1.mx América,"Tranqueras, Uruguay",2000-05-20,26-022,,,
Uruguay,world_cup,5.0,Manuel Ugarte,MF,1.eng Manchester Utd,"Montevideo, Uruguay",2001-04-11,25-061,,,
Uruguay,world_cup,8.0,Federico Valverde,"DF,FW",1.es Real Madrid,"Montevideo, Uruguay",1998-07-22,27-324,,,
Uruguay,world_cup,13.0,Guillermo Varela,DF,1.br Flamengo,"Montevideo, Uruguay",1993-03-24,33-079,,,
Uruguay,world_cup,17.0,Matías Viña,"DF,MF",1.br Flamengo,"Empalme Olmos, Uruguay",1997-11-09,28-214,,,
Uruguay,world_cup,21.0,Federico Viñas,FW,1.es Oviedo,"Montevideo, Uruguay",1998-06-30,27-346,,,
Uruguay,world_cup,26.0,Rodrigo Zalazar,"FW,MF",1.pt Braga,"Albacete, Spain",1999-08-12,26-303,,,
Uzbekistan,world_cup,18.0,Abdulla Abdullaev,DF,1.ae Dibba Al Fujairah,"Qo‘rg‘ontepa, Uzbekistan",1997-09-01,28-283,,,
Uzbekistan,world_cup,3.0,Khojiakbar Alijonov,DF,1.uz Pakhtakor Tashkent FK,"Toshkent, Uzbekistan",1997-04-19,29-053,,,
Uzbekistan,world_cup,20.0,Azizbek Amonov,FW,1.uz FK Bukhara Nurafshon,"Zarafshon, Uzbekistan",1997-10-30,28-224,,,
Uzbekistan,world_cup,5.0,Rustam Ashurmatov,DF,1.ir Esteghlal,"Qo‘qon, Uzbekistan",1996-07-07,29-339,,,
Uzbekistan,world_cup,16.0,Botirali Ergashev,GK,1.uz Neftchi FK,"Pop, Uzbekistan",1995-06-23,30-353,,,
Uzbekistan,world_cup,23.0,Sherzod Esanov,MF,1.uz FK Bukhara Nurafshon,"Uzbekistan, Uzbekistan",2003-02-01,23-130,,,
Uzbekistan,world_cup,15.0,Umar Eshmurodov,DF,1.uz FC Nasaf,"Koson, Uzbekistan",1992-11-30,33-193,,,
Uzbekistan,world_cup,22.0,Abbosbek Fayzullayev,"FW,MF",1.tr Başakşehir,"Sirdaryo, Uzbekistan",2003-10-03,22-251,,,
Uzbekistan,world_cup,19.0,Aziz Ganiev,MF,1.ae Al Bataeh,"Jizzax, Uzbekistan",1998-02-22,28-109,,,
Uzbekistan,world_cup,9.0,Odiljon Hamrobekov,MF,1.ir Tractor,"Namingan, Uzbekistan",1996-02-13,30-118,,,
Uzbekistan,world_cup,8.0,Jamshid Iskanderov,"FW,MF",1.uz Neftchi FK,Uzbekistan,1993-10-16,32-238,,,
Uzbekistan,world_cup,24.0,Bekhruz Karimov,DF,1.uz FC Surkhon,"Namangan, Uzbekistan",2007-08-07,18-308,,,
