Player,Pos,Country,Age,impact_score_raw,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Jordy Alcivar,MF,Ecuador,26.8487,-0.4995291607408831,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nilson Angulo,"FW,MF",Ecuador,22.9774,1.0784234905840948,53.0,74.0,300000.0,500.0,65.0,46.0,48.0,56.0,34.0,47.0,42.0,53.0,46.0,60.0,34.0,54.0,63.0,66.0,55.0,49.0,59.0,46.0,64.0,55.0,41.0,30.0,46.0,38.0,57.0,45.0,39.0,28.0,32.0,37.0,11.0,14.0,12.0,15.0,11.0
Jeremy Arévalo,FW,Ecuador,21.23,-0.128822930924871,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Jordy Caicedo,FW,Ecuador,28.5613,1.0856542348601312,64.0,65.0,700000.0,500.0,75.0,55.0,57.0,63.0,23.0,52.0,65.0,62.0,37.0,67.0,37.0,62.0,77.0,73.0,63.0,61.0,58.0,42.0,54.0,38.0,64.0,57.0,40.0,22.0,61.0,62.0,47.0,19.0,23.0,21.0,9.0,14.0,12.0,11.0,9.0
Moisés Caicedo,MF,Ecuador,24.6051,-0.9315973816473052,66.0,66.0,850000.0,500.0,77.0,59.0,61.0,63.0,35.0,56.0,64.0,63.0,34.0,63.0,38.0,62.0,80.0,75.0,73.0,61.0,57.0,60.0,48.0,68.0,56.0,55.0,44.0,46.0,65.0,64.0,58.0,41.0,25.0,24.0,6.0,10.0,14.0,14.0,8.0
Denil Castillo,MF,Ecuador,22.2163,1.269935397257996,68.0,69.0,1400000.0,9000.0,78.0,66.0,58.0,70.0,33.0,71.0,68.0,68.0,58.0,70.0,40.0,70.0,80.0,77.0,81.0,57.0,71.0,68.0,67.0,71.0,82.0,62.0,44.0,32.0,68.0,51.0,63.0,21.0,41.0,24.0,9.0,13.0,13.0,12.0,14.0
Pervis Estupiñán,"DF,MF",Ecuador,28.386,-0.6297282888984428,79.0,85.0,26000000.0,29000.0,82.0,34.0,68.0,72.0,75.0,75.0,79.0,20.0,75.0,73.0,36.0,71.0,81.0,83.0,76.0,71.0,70.0,41.0,69.0,79.0,74.0,42.0,74.0,75.0,52.0,56.0,62.0,69.0,80.0,79.0,14.0,7.0,14.0,7.0,7.0
Alan Franco,MF,Ecuador,27.8049,-0.5845533006801027,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Hernán Galíndez,GK,Ecuador,39.1999,-0.4572409290697706,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Piero Hincapié,DF,Ecuador,24.4189,-0.3733911929192441,70.0,80.0,3200000.0,12000.0,75.0,27.0,58.0,60.0,70.0,69.0,47.0,23.0,67.0,54.0,32.0,64.0,74.0,75.0,66.0,68.0,64.0,35.0,76.0,68.0,69.0,20.0,68.0,67.0,48.0,44.0,69.0,70.0,73.0,70.0,9.0,15.0,10.0,6.0,9.0
Yaimar Medina,"DF,MF",Ecuador,21.5969,-0.7349879489622355,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Alan Minda,"FW,MF",Ecuador,23.0767,0.118055250276246,54.0,74.0,300000.0,500.0,73.0,46.0,45.0,58.0,22.0,48.0,49.0,43.0,39.0,60.0,37.0,55.0,70.0,75.0,70.0,38.0,70.0,58.0,44.0,60.0,50.0,39.0,31.0,19.0,53.0,40.0,50.0,17.0,22.0,26.0,7.0,12.0,11.0,10.0,13.0
Joel Ordóñez,DF,Ecuador,22.1396,-0.4227071279865175,64.0,66.0,625000.0,500.0,65.0,34.0,40.0,51.0,63.0,71.0,22.0,35.0,63.0,43.0,20.0,51.0,66.0,65.0,67.0,63.0,67.0,44.0,77.0,62.0,76.0,24.0,68.0,62.0,28.0,30.0,58.0,63.0,65.0,60.0,6.0,9.0,11.0,8.0,5.0
Willian Pacho,DF,Ecuador,24.6516,-1.7423841982965622,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kendry Páez,MF,Ecuador,19.104,-0.3690416807913895,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Gonzalo Plata,"FW,MF",Ecuador,25.6078,-0.0335781433002295,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Jackson Porozo,DF,Ecuador,25.8515,2.546748704464358,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ángelo Preciado,"DF,MF",Ecuador,28.3094,-0.7300184158470244,69.0,75.0,2100000.0,6000.0,84.0,59.0,59.0,69.0,63.0,63.0,70.0,56.0,44.0,71.0,42.0,67.0,83.0,85.0,79.0,58.0,63.0,58.0,58.0,82.0,65.0,68.0,33.0,61.0,60.0,50.0,64.0,66.0,67.0,62.0,14.0,12.0,11.0,13.0,7.0
Moisés Ramírez,GK,Ecuador,25.7529,0.1747327096829893,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kevin Rodríguez,FW,Ecuador,26.271,-1.0729209841618603,62.0,69.0,775000.0,500.0,74.0,53.0,56.0,62.0,57.0,56.0,59.0,57.0,41.0,62.0,38.0,60.0,71.0,76.0,70.0,58.0,65.0,48.0,60.0,62.0,60.0,54.0,38.0,57.0,58.0,52.0,61.0,58.0,61.0,55.0,10.0,14.0,5.0,14.0,6.0
Félix Torres Caicedo,DF,Ecuador,29.4134,-0.5253265431019835,68.0,75.0,2200000.0,7000.0,58.0,35.0,47.0,58.0,68.0,74.0,39.0,34.0,63.0,54.0,46.0,64.0,55.0,60.0,53.0,62.0,53.0,43.0,77.0,67.0,77.0,26.0,72.0,64.0,33.0,31.0,67.0,70.0,70.0,68.0,6.0,6.0,12.0,11.0,5.0
Anthony Valencia,MF,Ecuador,22.8898,0.7719244777089367,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Enner Valencia,"FW,MF",Ecuador,36.5996,0.1339441041052049,75.0,75.0,4800000.0,45000.0,88.0,74.0,66.0,73.0,46.0,75.0,67.0,75.0,74.0,72.0,67.0,72.0,89.0,88.0,84.0,73.0,72.0,80.0,91.0,81.0,76.0,70.0,61.0,40.0,74.0,65.0,63.0,50.0,40.0,38.0,9.0,12.0,16.0,9.0,8.0
Gonzalo Valle,GK,Ecuador,30.282,-1.098689632225132,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Pedro Vite,MF,Ecuador,24.2574,-0.0624949660614362,64.0,80.0,1500000.0,1000.0,67.0,56.0,56.0,63.0,52.0,50.0,33.0,63.0,49.0,60.0,39.0,66.0,70.0,65.0,64.0,66.0,74.0,47.0,61.0,65.0,42.0,59.0,49.0,60.0,59.0,57.0,55.0,37.0,65.0,48.0,11.0,14.0,7.0,8.0,9.0
John Yeboah,"FW,MF",Ecuador,25.9665,0.8197269618020355,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Hamza Abdelkarim,FW,Egypt,18.4408,-1.4384671995001508,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Hossam Abdelmaguid,DF,Egypt,25.115,-0.7679654303963876,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mohamed Abdelmonem,DF,Egypt,27.3559,-0.5021078844292648,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ibrahim Adel,MF,Egypt,25.1342,0.3221412726516938,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mohamed Alaa,GK,Egypt,27.4408,-2.92657915581144,89.0,89.0,101000000.0,270000.0,90.0,87.0,81.0,90.0,45.0,75.0,79.0,91.0,59.0,90.0,69.0,89.0,89.0,91.0,91.0,92.0,91.0,82.0,69.0,85.0,75.0,84.0,63.0,55.0,91.0,83.0,90.0,38.0,43.0,41.0,14.0,14.0,9.0,11.0,14.0
Tarek Alaa,DF,Egypt,24.4298,-0.8379846363144429,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Emam Ashour,MF,Egypt,28.3039,0.2755049281061531,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Marwan Attia,MF,Egypt,27.8296,-0.0486457971938422,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nabil Dunga,MF,Egypt,30.1807,0.2757224377606645,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Hamdy Fathy,MF,Egypt,31.6982,0.0650104650970878,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ahmed Fatouh,DF,Egypt,28.2218,2.3567734224227497,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Karim Hafez,DF,Egypt,30.2491,-1.1132326409411832,71.0,76.0,2600000.0,9000.0,79.0,45.0,66.0,69.0,66.0,71.0,71.0,33.0,59.0,70.0,68.0,69.0,77.0,80.0,66.0,63.0,77.0,59.0,66.0,75.0,68.0,58.0,73.0,65.0,68.0,63.0,55.0,67.0,68.0,68.0,7.0,13.0,16.0,11.0,7.0
Mohamed Hany,"DF,MF",Egypt,30.3751,-0.2990820952168789,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Haissem Hassan,MF,Egypt,24.3368,-0.6464078049644679,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Yasser Ibrahim,DF,Egypt,33.3313,-0.1450821193882012,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
El Mahdy Soliman,GK,Egypt,39.5284,-2.92657915581144,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Omar Marmoush,"FW,MF",Egypt,27.3395,0.8604072668901516,70.0,79.0,3600000.0,27000.0,86.0,68.0,59.0,76.0,29.0,54.0,41.0,71.0,65.0,77.0,48.0,74.0,82.0,89.0,90.0,71.0,76.0,63.0,70.0,68.0,49.0,68.0,44.0,30.0,70.0,68.0,65.0,26.0,22.0,21.0,11.0,13.0,15.0,8.0,11.0
Mohanad Mostafa,,Egypt,30.0356,-2.92657915581144,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ramy Rabia,"DF,MF",Egypt,33.0602,0.0312481328970675,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mahmoud Saber,MF,Egypt,24.8652,0.2320373032857645,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mohamed Salah,"FW,MF",Egypt,33.9884,0.3845322430864217,89.0,89.0,101000000.0,270000.0,90.0,87.0,81.0,90.0,45.0,75.0,79.0,91.0,59.0,90.0,69.0,89.0,89.0,91.0,91.0,92.0,91.0,82.0,69.0,85.0,75.0,84.0,63.0,55.0,91.0,83.0,90.0,38.0,43.0,41.0,14.0,14.0,9.0,11.0,14.0
Mohamed El-Shenawy,GK,Egypt,37.4791,0.6868461999755255,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mostafa Shobeir,GK,Egypt,26.0739,-0.0141950409437388,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Trézéguet,"FW,MF",Egypt,31.6927,1.2059457013110326,75.0,76.0,6500000.0,53000.0,77.0,73.0,71.0,78.0,36.0,66.0,75.0,72.0,42.0,80.0,63.0,78.0,78.0,77.0,78.0,66.0,70.0,76.0,63.0,81.0,67.0,76.0,45.0,22.0,69.0,64.0,74.0,39.0,43.0,27.0,8.0,10.0,15.0,10.0,7.0
Mostafa Ziko,FW,Egypt,29.1232,0.7554734841095061,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Zizo,MF,Egypt,30.4162,1.5065097689990012,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Elliot Anderson,MF,England,23.5941,0.449249533050567,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Jude Bellingham,MF,England,22.95,0.9615628671781276,79.0,89.0,37000000.0,21000.0,75.0,69.0,73.0,80.0,75.0,77.0,62.0,69.0,57.0,80.0,45.0,80.0,78.0,73.0,81.0,82.0,77.0,74.0,75.0,87.0,71.0,69.0,82.0,77.0,72.0,78.0,76.0,78.0,78.0,69.0,14.0,11.0,10.0,5.0,8.0
Dan Burn,DF,England,34.0903,0.0764196732390677,75.0,75.0,4700000.0,46000.0,48.0,33.0,63.0,58.0,75.0,80.0,67.0,25.0,78.0,59.0,46.0,64.0,40.0,55.0,33.0,72.0,30.0,53.0,54.0,70.0,89.0,29.0,78.0,73.0,37.0,52.0,68.0,75.0,77.0,73.0,15.0,13.0,7.0,8.0,10.0
Eberechi Eze,"FW,MF",England,27.95,2.841574097508077,77.0,83.0,16500000.0,45000.0,77.0,69.0,73.0,81.0,47.0,68.0,70.0,71.0,49.0,83.0,68.0,79.0,77.0,77.0,81.0,70.0,80.0,68.0,67.0,77.0,68.0,69.0,58.0,49.0,71.0,76.0,77.0,36.0,57.0,40.0,10.0,12.0,9.0,14.0,10.0
Anthony Gordon,"FW,MF",England,25.293,1.7399309154062048,67.0,81.0,2500000.0,16000.0,79.0,61.0,60.0,70.0,31.0,55.0,62.0,62.0,45.0,73.0,59.0,69.0,78.0,79.0,68.0,59.0,66.0,61.0,55.0,63.0,51.0,62.0,54.0,28.0,62.0,63.0,62.0,32.0,28.0,25.0,5.0,6.0,14.0,7.0,8.0
Marc Guéhi,DF,England,25.9117,1.2832253780441782,73.0,84.0,6000000.0,26000.0,71.0,31.0,49.0,64.0,74.0,72.0,35.0,24.0,68.0,61.0,32.0,66.0,65.0,76.0,62.0,73.0,65.0,49.0,73.0,67.0,77.0,26.0,67.0,74.0,33.0,38.0,63.0,76.0,75.0,72.0,8.0,9.0,11.0,12.0,12.0
Dean Henderson,GK,England,29.2491,1.7075477504409973,80.0,87.0,36000000.0,70000.0,74.0,61.0,64.0,70.0,60.0,71.0,14.0,9.0,13.0,13.0,10.0,32.0,51.0,48.0,61.0,79.0,56.0,59.0,63.0,34.0,60.0,6.0,20.0,11.0,8.0,48.0,56.0,15.0,14.0,14.0,80.0,79.0,78.0,76.0,83.0
Jordan Henderson,MF,England,35.9829,0.2790372400285361,84.0,84.0,29500000.0,140000.0,66.0,74.0,83.0,79.0,78.0,81.0,82.0,73.0,65.0,78.0,74.0,83.0,67.0,66.0,69.0,85.0,68.0,77.0,78.0,86.0,78.0,75.0,83.0,81.0,78.0,80.0,82.0,79.0,81.0,76.0,7.0,13.0,7.0,9.0,13.0
Reece James,"DF,MF",England,26.5065,1.2702830544215291,81.0,86.0,37000000.0,76000.0,80.0,58.0,77.0,77.0,76.0,80.0,86.0,48.0,69.0,77.0,76.0,80.0,78.0,81.0,72.0,75.0,85.0,75.0,73.0,79.0,83.0,66.0,74.0,75.0,66.0,70.0,72.0,77.0,80.0,74.0,8.0,12.0,7.0,13.0,11.0
Harry Kane,FW,England,32.8706,2.752268750987781,90.0,90.0,129500000.0,240000.0,70.0,91.0,83.0,83.0,47.0,83.0,80.0,94.0,86.0,83.0,65.0,85.0,65.0,74.0,71.0,92.0,70.0,91.0,79.0,83.0,85.0,86.0,80.0,44.0,94.0,87.0,91.0,50.0,36.0,38.0,8.0,10.0,11.0,14.0,11.0
Ezri Konsa,"DF,FW",England,28.6324,0.5821497863877851,78.0,84.0,20000000.0,50000.0,77.0,39.0,62.0,71.0,79.0,75.0,51.0,34.0,78.0,70.0,38.0,73.0,73.0,81.0,64.0,80.0,71.0,58.0,78.0,71.0,77.0,32.0,75.0,78.0,50.0,58.0,77.0,81.0,77.0,78.0,14.0,8.0,11.0,13.0,9.0
Tino Livramento,"DF,MF",England,23.5777,-0.3247458767169241,62.0,80.0,975000.0,2000.0,79.0,46.0,56.0,58.0,56.0,58.0,62.0,46.0,50.0,58.0,42.0,55.0,81.0,78.0,60.0,51.0,81.0,47.0,62.0,66.0,52.0,46.0,64.0,58.0,54.0,53.0,61.0,53.0,58.0,57.0,10.0,12.0,8.0,13.0,13.0
Noni Madueke,"FW,MF",England,24.2546,0.9555862017379518,77.0,88.0,23000000.0,11000.0,90.0,71.0,68.0,83.0,36.0,62.0,65.0,72.0,42.0,86.0,63.0,82.0,92.0,89.0,84.0,74.0,79.0,73.0,76.0,64.0,64.0,72.0,53.0,31.0,67.0,69.0,72.0,42.0,32.0,37.0,5.0,13.0,6.0,12.0,15.0
Kobbie Mainoo,MF,England,21.1451,-0.8486878352877282,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nico O’Reilly,"DF,MF",England,21.2245,-0.1540508790914911,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Jordan Pickford,GK,England,32.2628,0.4509888696408914,83.0,85.0,33000000.0,83000.0,74.0,61.0,64.0,70.0,60.0,71.0,17.0,19.0,15.0,14.0,16.0,40.0,53.0,44.0,55.0,80.0,55.0,65.0,77.0,45.0,70.0,13.0,45.0,24.0,18.0,69.0,65.0,21.0,20.0,12.0,83.0,78.0,87.0,80.0,86.0
Jarell Quansah,DF,England,23.3641,1.1139285764858085,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Marcus Rashford,"FW,MF",England,28.6105,0.8871915959811557,85.0,89.0,77500000.0,150000.0,90.0,84.0,79.0,84.0,43.0,77.0,80.0,83.0,68.0,86.0,76.0,84.0,86.0,93.0,84.0,84.0,75.0,92.0,74.0,86.0,75.0,81.0,73.0,42.0,83.0,81.0,80.0,45.0,38.0,33.0,11.0,6.0,15.0,7.0,14.0
Declan Rice,"DF,MF",England,27.4052,3.158050365424253,82.0,87.0,43000000.0,69000.0,66.0,53.0,71.0,74.0,81.0,79.0,50.0,42.0,71.0,75.0,53.0,79.0,64.0,68.0,53.0,77.0,61.0,70.0,74.0,84.0,76.0,60.0,82.0,83.0,54.0,75.0,80.0,80.0,83.0,80.0,8.0,11.0,14.0,5.0,9.0
