Country,#,Player,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country
Sweden,3.0,Victor Lindelöf,DF,Aston Villa,"Västerås, Sweden",1994-07-17,31.9008,1.eng,Sweden
Sweden,25.0,Gustaf Nilsson,FW,Club Brugge,Sweden,1997-05-23,29.052,1.be,Sweden
Sweden,23.0,Kristoffer Nordfeldt,GK,AIK Stockholm,"Stockholm, Sweden",1989-06-23,36.9665,1.se,Sweden
Sweden,10.0,Benjamin Nygren,"FW,MF",Celtic,"Göteborg, Sweden",2001-07-08,24.9254,1.sct,Sweden
Sweden,13.0,Ken Sema,"FW,MF",Pafos FC,"Norrköping, Sweden",1993-09-30,32.6954,1.cy,Sweden
Sweden,20.0,Eric Smith,"DF,MF",St Pauli,"Halmstad, Sweden",1997-01-08,29.4216,1.de,Sweden
Sweden,15.0,Carl Starfelt,DF,Celta Vigo,"Stockholm, Sweden",1995-06-01,31.0274,1.es,Sweden
Sweden,24.0,Elliot Stroud,MF,Mjällby,"Uddevalla, Sweden",2002-06-22,23.9692,1.se,Sweden
Sweden,19.0,Mattias Svanberg,MF,Wolfsburg,"NY, United States",1999-01-05,27.4298,1.de,United States
Sweden,8.0,Daniel Svensson,"DF,MF",Dortmund,"Stockholm, Sweden",2002-02-12,24.3258,1.de,Sweden
Sweden,1.0,Jacob Widell Zetterström,GK,Derby County,"Stockholm, Sweden",1998-07-11,27.9172,2.eng,Sweden
Sweden,22.0,Besfort Zeneli,MF,Union SG,"Säter, Sweden",2002-11-21,23.553,1.be,Sweden
Switzerland,20.0,Michel Aebischer,MF,Pisa,"Genève, Switzerland",1997-01-06,29.4271,1.it,Switzerland
Switzerland,5.0,Manuel Akanji,DF,Inter,"Wiesendangen / Wiesendangen (Dorf), Switzerland",1995-07-19,30.8953,1.it,Switzerland
Switzerland,23.0,Zeki Amdouni,"FW,MF",Burnley,"Genève, Switzerland",2000-12-04,25.5175,1.eng,Switzerland
Switzerland,24.0,Aurèle Amenda,DF,Eintracht Frankfurt,"Biel/Bienne, Switzerland",2003-07-31,22.8624,1.de,Switzerland
Switzerland,18.0,Eray Cömert,DF,Valencia,"Basel, Switzerland",1998-02-04,28.3477,1.es,Switzerland
Switzerland,4.0,Nico Elvedi,DF,Gladbach,"Zürich, Switzerland",1996-09-30,29.6954,1.de,Switzerland
Switzerland,7.0,Breel Embolo,FW,Rennes,"Yaoundé, Cameroon",1997-02-14,29.3203,1.fr,Cameroon
Switzerland,16.0,Christian Fassnacht,"FW,MF",Young Boys,"Zürich, Switzerland",1993-11-11,32.5804,1.ch,Switzerland
Switzerland,8.0,Remo Freuler,MF,Bologna,"Ennenda, Switzerland",1992-04-15,34.1561,1.it,Switzerland
Switzerland,26.0,Cedric Itten,"FW,MF",Düsseldorf,"Basel, Switzerland",1996-12-27,29.4545,2.de,Switzerland
Switzerland,25.0,Luca Jaquez,DF,Stuttgart,"Luzern, Switzerland",2003-06-02,23.0246,1.de,Switzerland
Switzerland,14.0,Ardon Jashari,MF,Milan,"Cham, Switzerland",2002-07-30,23.8652,1.it,Switzerland
Switzerland,21.0,Marvin Keller,GK,Young Boys,"London, England, United Kingdom",2002-07-03,23.9391,1.ch,United Kingdom
Switzerland,1.0,Gregor Kobel,GK,Dortmund,"Zürich, Switzerland",1997-12-06,28.512,1.de,Switzerland
Switzerland,9.0,Johan Manzambi,MF,Freiburg,Switzerland,2005-10-14,20.6571,1.de,Switzerland
Switzerland,2.0,Miro Muheim,"DF,MF",Hamburger SV,"Zürich, Switzerland",1998-03-24,28.2163,1.de,Switzerland
Switzerland,12.0,Yvon Mvogo,GK,Lorient,"Marly, Switzerland",1994-06-06,32.0137,1.fr,Switzerland
Switzerland,11.0,Dan Ndoye,MF,Nottingham Forest,"Nyon, Switzerland",2000-10-25,25.627,1.eng,Switzerland
Switzerland,19.0,Noah Okafor,"FW,MF",Leeds United,"Binningen, Switzerland",2000-05-24,26.0493,1.eng,Switzerland
Switzerland,22.0,Fabian Rieder,"FW,MF",Augsburg,"Koppigen, Switzerland",2002-02-16,24.3149,1.de,Switzerland
Switzerland,13.0,Ricardo Rodríguez,DF,Real Betis,"Zürich, Switzerland",1992-08-25,33.794,1.es,Switzerland
Switzerland,15.0,Djibril Sow,MF,Sevilla,"Zürich, Switzerland",1997-02-06,29.3422,1.es,Switzerland
Switzerland,17.0,Ruben Vargas,MF,Sevilla,"Adligenswil, Switzerland",1998-08-05,27.8487,1.es,Switzerland
Switzerland,3.0,Silvan Widmer,"DF,MF",Mainz 05,"Aarau, Switzerland",1993-03-05,33.2683,1.de,Switzerland
Switzerland,10.0,Granit Xhaka,MF,Sunderland,"Basel, Switzerland",1992-09-27,33.7036,1.eng,Switzerland
Switzerland,6.0,Denis Zakaria,DF,Monaco,"Kinshasa, Congo DR",1996-11-20,29.5558,1.fr,Congo DR
Tunisia,2.0,Ali Abdi,"DF,MF",Nice,"Sfax, Tunisia",1993-12-20,32.4736,1.fr,Tunisia
Tunisia,7.0,Elias Achouri,"FW,MF",FC Copenhagen,"Saint-Denis, Réunion",1999-02-10,27.3313,1.dk,Réunion
Tunisia,5.0,Adem Arous,DF,Kasımpaşa,"Medina, Saudi Arabia",2004-07-17,21.9008,1.tr,Saudi Arabia
Tunisia,14.0,Khalil Ayari,FW,Paris Saint-Germain,"Tunis, Tunisia",2005-02-02,21.3532,1.fr,Tunisia
Tunisia,22.0,Sabri Ben Hassen,GK,Étoile du Sahel,"Sfax, Tunisia",1996-06-13,29.9938,1.tn,Tunisia
Tunisia,12.0,Mortadha Ben Ouanes,"DF,MF",Kasımpaşa,"Sousse, Tunisia",1994-07-02,31.9418,1.tr,Tunisia
Tunisia,25.0,Anis Ben Slimane,MF,Norwich City,"Copenhagen, Denmark",2001-03-16,25.2382,2.eng,Denmark
Tunisia,6.0,Dylan Bronn,DF,Servette FC,"Cannes, France",1995-06-19,30.9774,1.ch,France
Tunisia,1.0,Mouhib Chamakh,GK,Club Africain,"Medenine, Tunisia",2001-08-25,24.794,1.tn,Tunisia
Tunisia,19.0,Firas Chaouat,FW,Club Africain,"Sfax, Tunisia",1996-05-08,30.0931,1.tn,Tunisia
Tunisia,24.0,Raed Chikhaoui,DF,Monastir,"Sakiet Ezzit, Tunisia",2004-06-09,22.0055,1.tn,Tunisia
Tunisia,16.0,Aymen Dahmen,GK,Ahly Sfaxien,"Sfax, Tunisia",1997-01-28,29.3669,1.tn,Tunisia
Tunisia,18.0,Rayan Elloumi,FW,Vancouver W'caps,Canada,2007-09-17,18.731,1.us,Canada
Tunisia,11.0,Ismaël Gharbi,MF,Augsburg,"Paris, France",2004-04-10,22.1697,1.de,France
Tunisia,21.0,Mohamed Amine Ben Hamida,DF,Espérance Tunis,"Tunis, Tunisia",1995-12-15,30.4873,1.tn,Tunisia
Tunisia,13.0,Rani Khedira,"DF,MF",Union Berlin,"Stuttgart, Germany",1994-01-27,32.3696,1.de,Germany
Tunisia,15.0,Hadj Mahmoud,MF,Lugano,"Sousse, Tunisia",2000-04-24,26.1314,1.ch,Tunisia
Tunisia,9.0,Hazem Mastouri,FW,D'mo Makhachkala,"Tunis, Tunisia",1997-06-18,28.9802,1.ru,Tunisia
Tunisia,10.0,Hannibal Mejbri,MF,Burnley,"Ivry-sur-Seine, France",2003-01-21,23.386,1.eng,France
Tunisia,23.0,Moutaz Neffati,DF,Norrköping,"Norrköping, Sweden",2004-09-04,21.7666,2.se,Sweden
Tunisia,4.0,Omar Rekik,DF,NK Maribor,"Gemeente Helmond, Netherlands",2001-12-20,24.4736,1.si,Netherlands
Tunisia,8.0,Elias Saad,"FW,MF",Hannover 96,Germany,1999-12-27,26.4545,2.de,Germany
Tunisia,17.0,Ellyes Skhiri,MF,Eintracht Frankfurt,"Lunel, France",1995-05-10,31.0876,1.de,France
Tunisia,3.0,Montassar Talbi,DF,Lorient,"Paris, France",1998-05-26,28.0438,1.fr,France
Tunisia,26.0,Sebastian Tounekti,"FW,MF",Celtic,"Tromsø, Norway",2002-07-13,23.9117,1.sct,Norway
Tunisia,20.0,Yan Valery,"DF,MF",Young Boys,"Champigny-sur-Marne, France",1999-02-22,27.2984,1.ch,France
Türkiye,25.0,Samet Akaydın,DF,Rizespor,Turkey,1994-03-13,32.2464,1.tr,Turkey
Türkiye,19.0,Yunus Akgün,MF,Galatasaray,"Küçükçekmece, Turkey",2000-07-07,25.9281,1.tr,Turkey
Türkiye,7.0,Kerem Aktürkoğlu,FW,Fenerbahçe,"Kocaeli, Turkey",1998-10-21,27.6379,1.tr,Turkey
Türkiye,21.0,Barış Alper Yılmaz,MF,Galatasaray,Turkey,2000-05-23,26.052,1.tr,Turkey
Türkiye,24.0,Oğuz Aydın,MF,Fenerbahçe,"Gemeente Den Haag, Netherlands",2000-10-27,25.6215,1.tr,Netherlands
Türkiye,22.0,Kaan Ayhan,"DF,MF",Galatasaray,"Gelsenkirchen, Germany",1994-11-10,31.5832,1.tr,Germany
Türkiye,14.0,Abdülkerim Bardakcı,DF,Galatasaray,"Meram, Turkey",1994-09-07,31.7584,1.tr,Turkey
Türkiye,12.0,Altay Bayındır,GK,Manchester Utd,Turkey,1998-04-14,28.1588,1.eng,Turkey
Türkiye,23.0,Uğurcan Çakır,GK,Galatasaray,"Antalya, Turkey",1996-04-05,30.1834,1.tr,Turkey
Türkiye,10.0,Hakan Çalhanoğlu,MF,Inter,"Mannheim, Germany",1994-02-08,32.3368,1.it,Germany
Türkiye,17.0,İrfan Can Kahveci,MF,Kasımpaşa,"Çorum, Turkey",1995-07-15,30.9062,1.tr,Turkey
Türkiye,2.0,Zeki Çelik,DF,Roma,"Yıldırım, Turkey",1997-02-17,29.3121,1.it,Turkey
Türkiye,3.0,Merih Demiral,DF,Al-Ahli,"Karamürsel İlçesi, Turkey",1998-03-05,28.2683,1.sa,Turkey
Türkiye,13.0,Eren Elmalı,DF,Galatasaray,"Kartal, Turkey",2000-07-07,25.9281,1.tr,Turkey
Türkiye,9.0,Deniz Gül,FW,Porto,"Stockholm, Sweden",2004-07-02,21.9418,1.pt,Sweden
Türkiye,8.0,Arda Güler,MF,Real Madrid,"Altındağ, Turkey",2005-02-25,21.2902,1.es,Turkey
Türkiye,1.0,Mert Günok,GK,Fenerbahçe,"Karabük, Turkey",1989-03-01,37.2793,1.tr,Turkey
Türkiye,15.0,Ozan Kabak,DF,Hoffenheim,"Çankaya, Turkey",2000-03-25,26.2136,1.de,Turkey
Türkiye,20.0,Ferdi Kadioglu,DF,Brighton,"Gemeente Arnhem, Netherlands",1999-10-07,26.6762,1.eng,Netherlands
Türkiye,6.0,Orkun Kökçü,MF,Beşiktaş,"Haarlem, Netherlands",2000-12-29,25.449,1.tr,Netherlands
Türkiye,18.0,Mert Müldür,DF,Fenerbahçe,Austria,1999-04-03,27.1889,1.tr,Austria
Türkiye,5.0,Salih Özcan,MF,Dortmund,"Köln, Germany",1998-01-11,28.4134,1.de,Germany
Türkiye,4.0,Çağlar Söyüncü,DF,Fenerbahçe,"İzmir, Turkey",1996-05-23,30.052,1.tr,Turkey
Türkiye,26.0,Can Uzun,MF,Eintracht Frankfurt,"Regensburg, Germany",2005-11-11,20.5804,1.de,Germany
Türkiye,11.0,Kenan Yıldız,"FW,MF",Juventus,"Regensburg, Germany",2005-05-04,21.104,1.it,Germany
Türkiye,16.0,İsmail Yüksek,MF,Fenerbahçe,"İznik, Turkey",1999-01-26,27.3723,1.tr,Turkey
United States,11.0,Brenden Aaronson,"FW,MF",Leeds United,"Medford, NJ, United States",2000-10-22,25.6352,1.eng,United States
United States,4.0,Tyler Adams,MF,Bournemouth,"Wappingers Falls, NY, United States",1999-02-14,27.3203,1.eng,United States
United States,18.0,Max Arfsten,MF,Columbus Crew,"Fresno, TX, United States",2001-04-19,25.1451,1.us,United States
United States,20.0,Folarin Balogun,FW,Monaco,"Brooklyn, NY, United States",2001-07-03,24.9391,1.fr,United States
United States,14.0,Sebastian Berhalter,MF,Vancouver W'caps,"London, England, United Kingdom",2001-05-10,25.0876,1.us,United Kingdom
United States,25.0,Chris Brady,GK,Chicago Fire,"Naperville, IL, United States",2004-03-03,22.2738,1.us,United States
United States,2.0,Sergiño Dest,MF,PSV,"Almere Stad, Netherlands",2000-11-03,25.6023,1.nl,Netherlands
United States,16.0,Alex Freeman,DF,Villarreal,"Baltimore, MD, United States",2004-08-09,21.8378,1.es,United States
United States,24.0,Matt Freese,GK,NYCFC,"Wayne, PA, United States",1998-09-02,27.7721,1.us,United States
United States,8.0,Weston McKennie,MF,Juventus,"Little Elm, TX, United States",1998-08-28,27.7858,1.it,United States
United States,22.0,Mark McKenzie,DF,Toulouse,"The Bronx, NY, United States",1999-02-25,27.2902,1.fr,United States
United States,9.0,Ricardo Pepi,FW,PSV,"El Paso, TX, United States",2003-01-09,23.4189,1.nl,United States
United States,10.0,Christian Pulisic,MF,Milan,"Easton, PA, United States",1998-09-18,27.7283,1.it,United States
United States,13.0,Tim Ream,DF,Charlotte,"St. Louis, MO, United States",1987-10-05,38.6817,1.us,United States
United States,7.0,Gio Reyna,MF,Gladbach,"Durham, England, United Kingdom",2002-11-13,23.5749,1.de,United Kingdom
United States,3.0,Chris Richards,DF,Crystal Palace,"Birmingham, AL, United States",2000-03-28,26.2053,1.eng,United States
United States,5.0,Antonee Robinson,DF,Fulham,"Milton Keynes, England, United Kingdom",1997-08-08,28.8405,1.eng,United Kingdom
United States,12.0,Miles Robinson,DF,FC Cincinnati,"Arlington, MA, United States",1997-03-14,29.2437,1.us,United States
United States,15.0,Cristian Roldan,MF,Seattle Sounders,"Pico Rivera, CA, United States",1995-06-03,31.0219,1.us,United States
United States,23.0,Joe Scally,"DF,MF",Gladbach,"Lake Grove, NY, United States",2002-12-31,23.4435,1.de,United States
United States,17.0,Malik Tillman,MF,Leverkusen,"Nürnberg, Germany",2002-05-28,24.0383,1.de,Germany
United States,6.0,Auston Trusty,DF,Celtic,"Media, PA, United States",1998-08-12,27.8296,1.sct,United States
United States,1.0,Matt Turner,GK,NE Revolution,"Park Ridge, NJ, United States",1994-06-24,31.9637,1.us,United States
United States,21.0,Timothy Weah,"DF,FW",Marseille,"Brooklyn, NY, United States",2000-02-22,26.2984,1.fr,United States
United States,19.0,Haji Wright,"FW,MF",Coventry City,"Los Angeles, CA, United States",1998-03-27,28.2081,2.eng,United States
United States,26.0,Alejandro Zendejas,"FW,MF",América,"Ciudad Juárez, Estado de Chihuahua, Mexico",1998-02-07,28.3395,1.mx,Mexico
Uruguay,19.0,Rodrigo Aguirre,FW,América,"Montevideo, Uruguay",1994-10-01,31.6927,1.mx,Uruguay
Uruguay,20.0,Maxi Araújo,"DF,FW",Sporting CP,"Montevideo, Uruguay",2000-02-15,26.3176,1.pt,Uruguay
Uruguay,4.0,Ronald Araújo,DF,Barcelona,"Rivera, Uruguay",1999-03-07,27.2628,1.es,Uruguay
Uruguay,10.0,Giorgian de Arrascaeta,"FW,MF",Flamengo,"Nuevo Berlín, Uruguay",1994-06-01,32.0274,1.br,Uruguay
Uruguay,6.0,Rodrigo Bentancur,MF,Tottenham Hotspur,"Colonia del Sacramento, Uruguay",1997-06-25,28.961,1.eng,Uruguay
Uruguay,24.0,Santiago Bueno,DF,Wolves,"Montevideo, Uruguay",1998-11-09,27.5859,1.eng,Uruguay
Uruguay,3.0,Sebastián Cáceres,DF,América,"Montevideo, Uruguay",1999-08-18,26.8131,1.mx,Uruguay
Uruguay,14.0,Agustín Canobbio,"FW,MF",Fluminense,"Montevideo, Uruguay",1998-10-01,27.6927,1.br,Uruguay
Uruguay,7.0,Nicolás De La Cruz,MF,Flamengo,"Montevideo, Uruguay",1997-06-01,29.0274,1.br,Uruguay
Uruguay,25.0,Juan Manuel Sanabria,"DF,MF",Atlético San Luis,"Uruguay, Uruguay",2000-03-29,26.2026,1.mx,Uruguay
Uruguay,2.0,José María Giménez,DF,Atlético Madrid,"Toledo, Uruguay",1995-01-20,31.3888,1.es,Uruguay
Uruguay,15.0,Emiliano Martínez,MF,Palmeiras,"Uruguay, Uruguay",1999-08-17,26.8159,1.br,Uruguay
Uruguay,12.0,Santiago Mele,GK,Junior,"Montevideo, Uruguay",1997-09-06,28.7611,1.co,Uruguay
Uruguay,23.0,Fernando Muslera,GK,Galatasaray,"Buenos Aires, Argentina",1986-06-16,39.9856,1.tr,Argentina
Uruguay,9.0,Darwin Núñez,FW,Al-Hilal,"Artigas, Uruguay",1999-06-24,26.9637,1.sa,Uruguay
Uruguay,16.0,Mathías Olivera,"DF,MF",Napoli,"Montevideo, Uruguay",1997-10-31,28.6105,1.it,Uruguay
Uruguay,11.0,Facundo Pellistri,"FW,MF",Panathinaikos,"Uruguay, Uruguay",2001-12-20,24.4736,1.gr,Uruguay
Uruguay,22.0,Joaquín Piquerez,"DF,MF",Palmeiras,"Montevideo, Uruguay",1998-08-24,27.7967,1.br,Uruguay
Uruguay,1.0,Sergio Rochet,GK,Internacional,"Nueva Palmira, Uruguay",1993-03-23,33.219,1.br,Uruguay
Uruguay,18.0,Brian Rodríguez,"FW,MF",América,"Tranqueras, Uruguay",2000-05-20,26.0602,1.mx,Uruguay
Uruguay,5.0,Manuel Ugarte,MF,Manchester Utd,"Montevideo, Uruguay",2001-04-11,25.167,1.eng,Uruguay
Uruguay,8.0,Federico Valverde,"DF,FW",Real Madrid,"Montevideo, Uruguay",1998-07-22,27.8871,1.es,Uruguay
Uruguay,13.0,Guillermo Varela,DF,Flamengo,"Montevideo, Uruguay",1993-03-24,33.2163,1.br,Uruguay
Uruguay,17.0,Matías Viña,"DF,MF",Flamengo,"Empalme Olmos, Uruguay",1997-11-09,28.5859,1.br,Uruguay
Uruguay,21.0,Federico Viñas,FW,Oviedo,"Montevideo, Uruguay",1998-06-30,27.9473,1.es,Uruguay
Uruguay,26.0,Rodrigo Zalazar,"FW,MF",Braga,"Albacete, Spain",1999-08-12,26.8296,1.pt,Spain
Uzbekistan,18.0,Abdulla Abdullaev,DF,Dibba Al Fujairah,"Qo‘rg‘ontepa, Uzbekistan",1997-09-01,28.7748,1.ae,Uzbekistan
Uzbekistan,3.0,Khojiakbar Alijonov,DF,Pakhtakor Tashkent FK,"Toshkent, Uzbekistan",1997-04-19,29.1451,1.uz,Uzbekistan
Uzbekistan,20.0,Azizbek Amonov,FW,FK Bukhara Nurafshon,"Zarafshon, Uzbekistan",1997-10-30,28.6133,1.uz,Uzbekistan
Uzbekistan,5.0,Rustam Ashurmatov,DF,Esteghlal,"Qo‘qon, Uzbekistan",1996-07-07,29.9281,1.ir,Uzbekistan
Uzbekistan,16.0,Botirali Ergashev,GK,Neftchi FK,"Pop, Uzbekistan",1995-06-23,30.9665,1.uz,Uzbekistan
Uzbekistan,23.0,Sherzod Esanov,MF,FK Bukhara Nurafshon,"Uzbekistan, Uzbekistan",2003-02-01,23.3559,1.uz,Uzbekistan
Uzbekistan,15.0,Umar Eshmurodov,DF,FC Nasaf,"Koson, Uzbekistan",1992-11-30,33.5284,1.uz,Uzbekistan
Uzbekistan,22.0,Abbosbek Fayzullayev,"FW,MF",Başakşehir,"Sirdaryo, Uzbekistan",2003-10-03,22.6872,1.tr,Uzbekistan
Uzbekistan,19.0,Aziz Ganiev,MF,Al Bataeh,"Jizzax, Uzbekistan",1998-02-22,28.2984,1.ae,Uzbekistan
Uzbekistan,9.0,Odiljon Hamrobekov,MF,Tractor,"Namingan, Uzbekistan",1996-02-13,30.3231,1.ir,Uzbekistan
Uzbekistan,8.0,Jamshid Iskanderov,"FW,MF",Neftchi FK,Uzbekistan,1993-10-16,32.6516,1.uz,Uzbekistan
Uzbekistan,24.0,Bekhruz Karimov,DF,FC Surkhon,"Namangan, Uzbekistan",2007-08-07,18.8433,1.uz,Uzbekistan
Uzbekistan,17.0,Dostonbek Khamdamov,MF,Pakhtakor Tashkent FK,"Bekobod, Uzbekistan",1996-07-24,29.8816,1.uz,Uzbekistan
Uzbekistan,2.0,Abdukodir Khusanov,DF,Manchester City,"Toshkent, Uzbekistan",2004-02-29,22.2793,1.eng,Uzbekistan
Uzbekistan,10.0,Jaloliddin Masharipov,"FW,MF",Esteghlal,Uzbekistan,1993-09-01,32.7748,1.ir,Uzbekistan
Uzbekistan,6.0,Akmal Mozgovoy,MF,Pakhtakor Tashkent FK,"Qarshi, Uzbekistan",1999-04-02,27.1916,1.uz,Uzbekistan
Uzbekistan,13.0,Sherzod Nasrullaev,DF,FC Nasaf,"Koson, Uzbekistan",1998-07-23,27.8843,1.uz,Uzbekistan
Uzbekistan,12.0,Abduvohid Nematov,GK,FC Nasaf,"Jizzax, Uzbekistan",2001-03-20,25.2272,1.uz,Uzbekistan
Uzbekistan,4.0,Farrukh Sayfiev,"DF,MF",Neftchi FK,"Samarkand, Uzbekistan",1991-01-17,35.397,1.uz,Uzbekistan
Uzbekistan,21.0,Igor Sergeev,FW,Persepolis,Uzbekistan,1993-04-30,33.115,1.ir,Uzbekistan
Uzbekistan,14.0,Eldor Shomurodov,"FW,MF",Başakşehir,"Jarqo‘rg‘on, Uzbekistan",1995-06-29,30.95,1.tr,Uzbekistan
Uzbekistan,7.0,Otabek Shukurov,MF,Baniyas FC,"Chiroqchi, Uzbekistan",1996-06-22,29.9692,1.ae,Uzbekistan
Uzbekistan,25.0,Avazbek Ulmasaliev,DF,OKMK,"Fergana, Uzbekistan",2000-03-27,26.2081,1.uz,Uzbekistan
Uzbekistan,26.0,Jakhongir Urozov,DF,FK Dinamo Samarqand,"Zomin, Uzbekistan",2004-01-18,22.3943,1.uz,Uzbekistan
Uzbekistan,11.0,Oston Urunov,MF,Persepolis,"Navoiy, Uzbekistan",2000-12-19,25.4764,1.ir,Uzbekistan
Uzbekistan,1.0,Utkir Yusupov,GK,Navbahor Namangan,"Sayramsu, Kazakhstan",1991-01-04,35.4326,1.uz,Kazakhstan
